 0.00000000000000E+00  1.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 2.00000000000000E-02  9.99900002499972E-01  9.99950000833327E-03  4.99983333541666E-05  1.66662500041667E-07
 4.00000000000000E-02  9.99600039998222E-01  1.99960002666578E-02  1.99973334666631E-04  1.33320000533322E-06
 6.00000000000000E-02  9.99100202479751E-01  2.99865020248481E-02  4.49865015186589E-04  4.49898759112045E-06
 8.00000000000000E-02  9.98400639886234E-01  3.99680085321956E-02  7.99573418657565E-04  1.06624006826060E-05
 1.00000000000000E-01  9.97501562066040E-01  4.99375260362420E-02  1.24895865879992E-03  2.08203157547563E-05
 1.20000000000000E-01  9.96403238704291E-01  5.98920647805635E-02  1.79784097176675E-03  3.59676116616675E-05
 1.40000000000000E-01  9.95105999232973E-01  6.98286400011569E-02  2.44600078355366E-03  5.70966718049523E-05
 1.60000000000000E-01  9.93610232721134E-01  7.97442729210777E-02  3.19317879233712E-03  8.51968873502715E-05
 1.80000000000000E-01  9.91916387745221E-01  8.96359917429838E-02  4.03907606571080E-03  1.21254161700720E-04
 2.00000000000000E-01  9.90024972239576E-01  9.95008326392360E-02  4.98335415278357E-03  1.66250416435268E-04
 2.20000000000000E-01  9.87936553327169E-01  1.09335840739209E-01  6.02563521109711E-03  2.21163098919873E-04
 2.40000000000000E-01  9.85651757130607E-01  1.19138071113471E-01  7.16550214831614E-03  2.86964691798220E-04
 2.60000000000000E-01  9.83171268563496E-01  1.28904589754477E-01  8.40249877863797E-03  3.64622224568277E-04
 2.80000000000000E-01  9.80495831102235E-01  1.38632474553454E-01  9.73612999386327E-03  4.55096787450030E-04
 3.00000000000000E-01  9.77626246538296E-01  1.48318816273104E-01  1.11658619490640E-02  5.59343047748846E-04
 3.20000000000000E-01  9.74563374711113E-01  1.57960719515823E-01  1.26911222627793E-02  6.78308768917915E-04
 3.40000000000000E-01  9.71308133221642E-01  1.67555303687062E-01  1.43113002316647E-02  8.12934332522124E-04
 3.60000000000000E-01  9.67861497126710E-01  1.77099703953520E-01  1.60257470595143E-02  9.64152263304586E-04
 3.80000000000000E-01  9.64224498614254E-01  1.86591072195817E-01  1.78337761005704E-02  1.13288675755578E-03
 4.00000000000000E-01  9.60398226659563E-01  1.96026577955319E-01  1.97346631170303E-02  1.32005321498396E-03
 4.20000000000000E-01  9.56383826662649E-01  2.05403409374794E-01  2.17276465506531E-02  1.52655777428401E-03
 4.40000000000000E-01  9.52182500066864E-01  2.14718774132551E-01  2.38119278083667E-02  1.75329685260068E-03
 4.60000000000000E-01  9.47795503958903E-01  2.23969900369754E-01  2.59866715617659E-02  2.00115668908014E-03
 4.80000000000000E-01  9.43224150650338E-01  2.33154037610575E-01  2.82510060603934E-02  2.27101289270267E-03
 5.00000000000000E-01  9.38469807240813E-01  2.42268457674874E-01  3.06040234586826E-02  2.56372999458724E-03
 5.20000000000000E-01  9.33533895163072E-01  2.51310455583074E-01  3.30447801564441E-02  2.88016100495700E-03
 5.40000000000000E-01  9.28417889709965E-01  2.60277350452937E-01  3.55722971527652E-02  3.22114697495294E-03
 5.60000000000000E-01  9.23123319543602E-01  2.69166486387903E-01  3.81855604131937E-02  3.58751656348100E-03
 5.80000000000000E-01  9.17651766186831E-01  2.77975233356700E-01  4.08835212500665E-02  3.98008560927579E-03
 6.00000000000000E-01  9.12004863497211E-01  2.86700988063916E-01  4.36650967158417E-02  4.39965670836219E-03
 6.20000000000000E-01  9.06184297123663E-01  2.95341174811215E-01  4.65291700092878E-02  4.84701879709369E-03
 6.40000000000000E-01  9.00191803946002E-01  3.03893246348922E-01  4.94745908943786E-02  5.32294674094436E-03
 6.60000000000000E-01  8.94029171497527E-01  3.12354684717657E-01  5.25001761317361E-02  5.82820092922883E-03
 6.80000000000000E-01  8.87698237370883E-01  3.20723002079738E-01  5.56047099224622E-02  6.36352687592239E-03
 7.00000000000000E-01  8.81200888607405E-01  3.28995741540059E-01  5.87869443641917E-02  6.92965482675085E-03
 7.20000000000000E-01  8.74539061070143E-01  3.37170477956163E-01  6.20455999191984E-02  7.52729937271729E-03
 7.40000000000000E-01  8.67714738800802E-01  3.45244818737216E-01  6.53793658943776E-02  8.15715907023032E-03
 7.60000000000000E-01  8.60729953360813E-01  3.53216404631621E-01  6.87869009329272E-02  8.81991606799553E-03
 7.80000000000000E-01  8.53586783156775E-01  3.61082910502984E-01  7.22668335175437E-02  9.51623574082963E-03
 8.00000000000000E-01  8.46287352750480E-01  3.68842046094170E-01  7.58177624849447E-02  1.02467663305536E-02
 8.20000000000000E-01  8.38833832153799E-01  3.76491556779183E-01  7.94382575515269E-02  1.10121385941183E-02
 8.40000000000000E-01  8.31228436108634E-01  3.84029224302611E-01  8.31268598499620E-02  1.18129654591131E-02
 8.60000000000000E-01  8.23473423352228E-01  3.91452867506367E-01  8.68820824765323E-02  1.26498416868065E-02
 8.80000000000000E-01  8.15571095868049E-01  3.98760343043501E-01  9.07024110489997E-02  1.35233435428610E-02
 9.00000000000000E-01  8.07523798122545E-01  4.05949546078806E-01  9.45863042748012E-02  1.44340284758662E-02
 9.20000000000000E-01  7.99333916288012E-01  4.13018410975990E-01  9.85321945293581E-02  1.53824348038279E-02
 9.40000000000000E-01  7.91003877451859E-01  4.19964911971188E-01  1.02538488444285E-01  1.63690814087477E-02
 9.60000000000000E-01  7.82536148812541E-01  4.26787063832551E-01  1.06603567505275E-01  1.73944674394266E-02
 9.80000000000000E-01  7.73933236862436E-01  4.33482922505721E-01  1.10725788659443E-01  1.84590720226195E-02
 1.00000000000000E+00  7.65197686557967E-01  4.40050585744934E-01  1.14903484931901E-01  1.95633539826684E-02
 1.02000000000000E+00  7.56332080477232E-01  4.46488193729561E-01  1.19134966051320E-01  2.07077515697342E-02
 1.04000000000000E+00  7.47339037965465E-01  4.52793929665867E-01  1.23418519084280E-01  2.18926821967468E-02
 1.06000000000000E+00  7.38221214268605E-01  4.58966020373766E-01  1.27752409078123E-01  2.31185421851880E-02
 1.08000000000000E+00  7.28981299655279E-01  4.65002736858394E-01  1.32134879712118E-01  2.43857065198196E-02
 1.10000000000000E+00  7.19622018527511E-01  4.70902394866293E-01  1.36564153956658E-01  2.56945286124633E-02
 1.12000000000000E+00  7.10146128520462E-01  4.76663355426007E-01  1.41038434740265E-01  2.70453400749381E-02
 1.14000000000000E+00  7.00556419591515E-01  4.82284025372924E-01  1.45555905624141E-01  2.84384505012550E-02
 1.16000000000000E+00  6.90855713099025E-01  4.87762857858170E-01  1.50114731484027E-01  2.98741472591656E-02
 1.18000000000000E+00  6.81046860871044E-01  4.93098352841385E-01  1.54713059199100E-01  3.13526952911589E-02
