 1.00000000000000E-02  9.98065597133594E-01
 1.00925288607668E-02  9.98030006564833E-01
 1.01859138805412E-02  9.97993764759652E-01
 1.02801629812647E-02  9.97956859903150E-01
 1.03752841581801E-02  9.97919279968957E-01
 1.04712854805090E-02  9.97881012715536E-01
 1.05681750921366E-02  9.97842045682414E-01
 1.06659612123026E-02  9.97802366186356E-01
 1.07646521362983E-02  9.97761961317473E-01
 1.08642562361707E-02  9.97720817935261E-01
 1.09647819614319E-02  9.97678922664579E-01
 1.10662378397767E-02  9.97636261891555E-01
 1.11686324778056E-02  9.97592821759428E-01
 1.12719745617551E-02  9.97548588164315E-01
 1.13762728582343E-02  9.97503546750910E-01
 1.14815362149688E-02  9.97457682908115E-01
 1.15877735615513E-02  9.97410981764590E-01
 1.16949939101987E-02  9.97363428184235E-01
 1.18032063565173E-02  9.97315006761597E-01
 1.19124200802737E-02  9.97265701817196E-01
 1.20226443461741E-02  9.97215497392779E-01
 1.21338885046498E-02  9.97164377246492E-01
 1.22461619926505E-02  9.97112324847971E-01
 1.23594743344451E-02  9.97059323373358E-01
 1.24738351424294E-02  9.97005355700227E-01
 1.25892541179417E-02  9.96950404402433E-01
 1.27057410520854E-02  9.96894451744873E-01
 1.28233058265602E-02  9.96837479678159E-01
 1.29419584144999E-02  9.96779469833208E-01
 1.30617088813184E-02  9.96720403515742E-01
 1.31825673855641E-02  9.96660261700699E-01
 1.33045441797809E-02  9.96599025026546E-01
 1.34276496113786E-02  9.96536673789510E-01
 1.35518941235104E-02  9.96473187937708E-01
 1.36772882559585E-02  9.96408547065182E-01
 1.38038426460289E-02  9.96342730405843E-01
 1.39315680294530E-02  9.96275716827305E-01
 1.40604752412991E-02  9.96207484824637E-01
 1.41905752168909E-02  9.96138012513995E-01
 1.43218789927354E-02  9.96067277626164E-01
 1.44543977074593E-02  9.95995257499997E-01
 1.45881426027535E-02  9.95921929075735E-01
 1.47231250243272E-02  9.95847268888237E-01
 1.48593564228701E-02  9.95771253060093E-01
 1.49968483550237E-02  9.95693857294622E-01
 1.51356124843621E-02  9.95615056868773E-01
 1.52756605823807E-02  9.95534826625898E-01
 1.54170045294956E-02  9.95453140968418E-01
 1.55596563160507E-02  9.95369973850376E-01
 1.57036280433355E-02  9.95285298769860E-01
 1.58489319246111E-02  9.95199088761321E-01
 1.59955802861467E-02  9.95111316387760E-01
 1.61435855682649E-02  9.95021953732797E-01
 1.62929603263972E-02  9.94930972392611E-01
 1.64437172321493E-02  9.94838343467760E-01
 1.65958690743756E-02  9.94744037554871E-01
 1.67494287602644E-02  9.94648024738194E-01
 1.69044093164326E-02  9.94550274581040E-01
 1.70608238900312E-02  9.94450756117065E-01
 1.72186857498601E-02  9.94349437841441E-01
 1.73780082874938E-02  9.94246287701875E-01
 1.75388050184176E-02  9.94141273089498E-01
 1.77010895831742E-02  9.94034360829608E-01
 1.78648757485205E-02  9.93925517172279E-01
 1.80301774085957E-02  9.93814707782816E-01
 1.81970085860998E-02  9.93701897732077E-01
 1.83653834334835E-02  9.93587051486637E-01
 1.85353162341481E-02  9.93470132898808E-01
 1.87068214036580E-02  9.93351105196510E-01
 1.88799134909629E-02  9.93229930972981E-01
 1.90546071796325E-02  9.93106572176343E-01
 1.92309172891016E-02  9.92980990099002E-01
 1.94088587759278E-02  9.92853145366900E-01
 1.95884467350599E-02  9.92722997928592E-01
 1.97696964011186E-02  9.92590507044178E-01
 1.99526231496888E-02  9.92455631274056E-01
 2.01372424986239E-02  9.92318328467518E-01
 2.03235701093622E-02  9.92178555751173E-01
 2.05116217882557E-02  9.92036269517206E-01
 2.07014134879104E-02  9.91891425411460E-01
 2.08929613085404E-02  9.91743978321344E-01
 2.10862814993329E-02  9.91593882363567E-01
 2.12813904598271E-02  9.91441090871700E-01
 2.14783047413053E-02  9.91285556383544E-01
 2.16770410481970E-02  9.91127230628336E-01
 2.18776162394955E-02  9.90966064513753E-01
 2.20800473301890E-02  9.90802008112742E-01
 2.22843514927030E-02  9.90635010650158E-01
 2.24905460583578E-02  9.90465020489220E-01
 2.26986485188382E-02  9.90291985117762E-01
 2.29086765276777E-02  9.90115851134304E-01
